Stream index,stream_size
2028,7280
2877,7279
2459,7278
3058,7278
869,7278
3675,7277
439,7275
1348,7274
479,7274
1044,7273
3449,7272
2600,7271
1070,7271
1664,7271
707,7270
1718,7269
473,7268
1836,7268
2601,7268
1170,7267
612,7267
284,7266
1848,7264
1216,7264
3041,7264
2366,7262
2785,7262
3214,7260
346,7260
1445,7260
3007,7259
3302,7258
2069,7252
3040,7252
2611,7250
350,7250
1472,7250
1793,7249
2243,7249
1971,7248
2970,7248
1120,7248
2490,7246
1951,7245
1895,7243
1230,7242
3448,7240
3484,7239
2504,7234
2223,7233
2565,7232
687,7232
589,7231
2524,7230
751,7230
2571,7229
347,7229
2277,7228
1994,7227
2787,7227
1197,7226
3310,7225
1179,7224
2935,7224
3197,7222
1433,7222
2454,7221
75,7220
3460,7219
2248,7217
2245,7216
2727,7215
3381,7214
2247,7213
437,7212
2255,7211
2659,7210
52,7210
1577,7209
1436,7209
3474,7208
3410,7207
1657,7207
2566,7206
3475,7206
3590,7205
2502,7205
3110,7201
3465,7201
1808,7200
1344,7199
2283,7198
2096,7198
1439,7197
3649,7196
3204,7195
1241,7195
526,7195
3205,7194
2318,7194
1518,7190
112,7189
2724,7188
950,7188
2122,7187
1667,7187
1167,7186
2285,7186
1806,7186
1008,7185
3463,7185
3674,7185
3610,7185
2553,7184
2229,7184
2401,7182
1316,7182
1229,7182
1865,7182
2341,7180
2024,7180
2026,7179
2269,7177
2346,7177
1080,7176
254,7175
38,7175
3652,7175
255,7169
413,7169
1838,7169
873,7168
987,7167
2913,7167
88,7167
773,7167
2258,7167
1496,7166
2313,7166
390,7165
443,7165
271,7165
725,7165
3313,7164
2264,7163
1497,7162
700,7161
1273,7161
3035,7160
2112,7160
1048,7159
3476,7159
260,7159
2816,7158
253,7157
3193,7157
1114,7157
982,7157
1521,7156
505,7156
425,7156
2369,7155
14,7155
1948,7155
2509,7154
3209,7154
3670,7153
2639,7152
2959,7151
2259,7151
2612,7151
932,7151
717,7151
485,7150
2321,7148
313,7148
1133,7147
3056,7146
1097,7143
1719,7143
2105,7143
1631,7143
1215,7142
524,7142
1465,7139
2521,7138
3655,7138
1728,7138
1800,7138
3450,7136
2345,7135
27,7134
3038,7134
2948,7134
3603,7134
3380,7134
894,7133
1855,7133
3057,7132
161,7132
1852,7132
2815,7132
2001,7131
1832,7131
1231,7131
1046,7130
2224,7130
838,7130
1235,7128
401,7128
3560,7128
2945,7127
1227,7126
1684,7126
1520,7126
911,7126
2319,7125
2836,7125
1108,7124
186,7123
3004,7123
1443,7121
1576,7120
3064,7120
327,7120
3526,7119
1243,7118
487,7118
3366,7117
1171,7116
2062,7116
1129,7114
2473,7113
2547,7113
2545,7111
1716,7111
3419,7110
2265,7109
3150,7107
1195,7107
2829,7107
478,7106
77,7106
669,7105
2284,7103
1801,7103
710,7102
3005,7101
1493,7101
920,7101
3563,7099
2389,7096
286,7096
3013,7095
1668,7094
3078,7094
1184,7094
3047,7093
1491,7093
171,7093
3487,7092
3217,7092
3272,7091
895,7090
2932,7090
1856,7089
1567,7089
593,7088
261,7088
2711,7087
115,7087
2522,7086
2006,7086
2422,7083
1757,7083
1166,7083
1122,7080
1464,7080
3277,7080
2268,7079
1578,7078
2036,7078
1701,7077
2856,7076
2434,7075
784,7074
1165,7074
2682,7074
3216,7073
3594,7072
3059,7071
1954,7071
689,7071
663,7070
3620,7070
1665,7069
921,7069
419,7069
3315,7069
2427,7068
889,7068
3551,7067
3151,7065
268,7064
2152,7063
3409,7063
2549,7063
249,7062
1220,7062
3379,7061
264,7061
890,7060
2766,7059
1547,7058
1489,7056
2282,7055
983,7055
325,7053
1050,7053
2256,7052
307,7051
471,7049
1476,7049
1314,7049
1868,7049
3043,7048
1455,7048
2768,7046
1682,7046
1269,7046
674,7045
2716,7043
3536,7042
3195,7042
528,7042
173,7041
1726,7041
1710,7041
174,7040
1794,7040
3462,7040
1017,7040
691,7040
3091,7040
2788,7039
2032,7039
1164,7038
3362,7037
1792,7036
1561,7036
2286,7035
2745,7035
2687,7035
1466,7034
1244,7033
1124,7033
2207,7032
3149,7030
162,7029
1217,7029
1721,7029
3271,7028
1846,7027
868,7027
708,7027
2947,7027
871,7026
2934,7025
283,7024
1627,7024
1434,7024
2688,7022
2225,7021
1637,7021
2589,7021
598,7021
1533,7020
1163,7019
2853,7016
1851,7016
2544,7016
402,7015
1471,7013
1112,7013
878,7013
3617,7013
2261,7012
1863,7011
355,7010
1854,7010
719,7009
1236,7009
2495,7009
2881,7009
2164,7008
1869,7007
2430,7006
1896,7006
1233,7006
2546,7006
3286,7005
2476,7005
704,7004
608,7004
2417,7004
1010,7003
322,7003
2097,7003
2771,7002
2095,7002
621,7002
2692,7002
2463,7001
2548,7001
1281,7001
2293,7000
3488,6999
163,6999
1552,6998
699,6997
1949,6996
3585,6996
1066,6996
3225,6995
3203,6994
1009,6994
3676,6994
1698,6993
3055,6990
851,6988
3561,6987
770,6987
1359,6987
2965,6985
3554,6984
3080,6983
3658,6982
251,6982
349,6981
1872,6980
3231,6980
1490,6979
1125,6979
3292,6979
320,6978
1720,6978
170,6976
2493,6976
2455,6976
1266,6975
1271,6974
986,6973
626,6972
317,6972
2968,6971
2937,6971
1096,6970
1127,6969
2123,6968
446,6968
1973,6967
2822,6967
262,6967
223,6965
483,6964
326,6963
2418,6963
2415,6962
328,6961
2157,6960
2147,6959
2100,6957
3515,6956
606,6956
1975,6955
3367,6955
3572,6955
1560,6955
1073,6953
2432,6952
3298,6952
1541,6951
1791,6951
908,6951
2392,6951
343,6950
1702,6949
1049,6948
2494,6948
2159,6947
583,6947
290,6946
2552,6945
1564,6944
2533,6944
410,6943
1788,6943
1475,6939
2608,6939
1109,6938
1897,6938
1871,6937
2530,6936
351,6936
3194,6935
1224,6935
2734,6933
1317,6932
854,6932
1141,6932
411,6931
2312,6931
3555,6930
2780,6928
1554,6928
2124,6927
108,6927
769,6927
3232,6927
1477,6926
2020,6926
1175,6925
2465,6923
3408,6923
984,6922
3370,6921
3090,6921
2267,6920
2146,6919
1697,6918
2946,6918
3051,6917
3414,6915
1071,6915
837,6911
2025,6911
1977,6910
353,6908
2851,6908
2067,6908
2431,6908
3266,6907
2160,6906
1469,6903
1773,6902
1015,6901
111,6901
2087,6900
2320,6899
2323,6898
605,6897
2295,6897
2998,6896
1115,6895
3215,6895
420,6895
1495,6894
3584,6892
1492,6890
2094,6890
934,6889
1016,6889
2505,6887
1978,6887
1086,6886
1866,6886
267,6884
1085,6883
2567,6882
1976,6882
126,6880
1499,6874
2726,6874
2892,6873
1540,6870
2125,6868
2270,6868
2506,6868
1232,6867
3384,6867
484,6865
2614,6865
30,6864
3275,6864
1862,6863
1111,6859
2393,6859
3196,6854
3223,6851
1680,6850
933,6849
1128,6847
287,6843
2000,6840
20,6840
2039,6835
3653,6834
2967,6828
2779,6827
3648,6824
1126,6822
1208,6821
1268,6810
711,6809
1139,6803
1246,6802
1756,6797
1047,6792
2222,6782
1237,6782
1043,6778
3524,6768
3591,6759
1789,6728
1031,6645
2725,6548
1956,6490
771,6461
2876,6459
840,6416
116,6391
3226,6344
379,6146
922,5786
2230,5698
