Stream index,stream_size
646,1736
735,1731
947,1730
67,1729
1789,1727
1366,1726
1797,1725
421,1724
969,1723
1406,1722
1597,1721
1717,1720
110,1720
1184,1719
1049,1718
954,1717
1108,1717
345,1716
130,1716
1584,1716
275,1715
432,1711
1943,1707
1348,1707
2024,1706
1063,1705
127,1704
2086,1699
1455,1695
497,1694
1030,1693
1408,1692
2047,1691
49,1690
652,1689
958,1688
3,1688
293,1687
1659,1686
1899,1685
302,1683
1325,1682
1740,1682
1186,1681
1220,1680
412,1678
1391,1677
382,1676
155,1676
1004,1676
1645,1674
1045,1673
1833,1670
1302,1667
2092,1664
809,1662
178,1662
1713,1660
1383,1654
1034,1654
370,1652
1862,1652
1294,1650
397,1643
567,1643
554,1640
410,1639
84,1635
739,1634
1038,1634
263,1633
185,1631
277,1631
805,1630
1765,1630
1075,1626
1661,1626
1968,1625
1960,1625
512,1625
596,1624
213,1623
1443,1615
702,1612
1476,1612
544,1610
708,1609
1816,1607
1215,1598
612,1597
1729,1596
1763,1595
1104,1594
1885,1592
7,1592
929,1591
2070,1589
1538,1587
1519,1587
1051,1585
1060,1584
1818,1578
38,1578
1630,1578
1953,1577
561,1577
509,1575
468,1575
1342,1571
1478,1565
1874,1565
479,1564
712,1564
138,1561
1463,1557
2002,1553
499,1551
1643,1550
189,1550
240,1550
314,1544
285,1542
419,1541
1974,1536
927,1535
610,1533
232,1530
1195,1523
2113,1522
2103,1521
776,1520
1188,1517
1260,1511
248,1505
985,1503
1914,1502
685,1501
577,1500
1036,1499
2117,1499
136,1499
2059,1498
362,1491
842,1479
1102,1478
848,1474
1984,1470
343,1467
1385,1461
1362,1457
291,1457
256,1448
1727,1445
1812,1443
308,1427
1906,1423
1151,1414
2043,1413
667,1405
1170,1400
1590,1381
187,1373
1211,1368
821,1363
1176,1344
532,1341
1680,1332
889,1322
1511,1320
563,1301
1544,1299
98,1272
1092,1252
538,1211
987,1191
