Stream index,Source Port,stream_size
317,3836,750
317,61101,741
318,3836,566
318,61107,661
319,3836,495
319,61109,656
320,3836,754
320,61111,796
321,3836,553
321,61117,669
322,3836,683
322,61119,991
324,3836,921
324,61122,901
325,3836,1039
325,61131,926
326,3836,1017
326,61133,767
327,3836,494
327,61135,680
328,3836,532
328,61139,841
330,3836,518
330,61142,760
331,3836,505
331,61145,705
332,3836,497
332,61147,930
333,3836,588
333,61149,924
334,3836,793
334,61154,1026
335,3836,1379
335,61158,811
337,3836,787
337,61161,735
338,3836,512
338,61166,685
339,3836,841
339,61168,628
340,3836,502
340,61177,669
341,3836,810
341,61179,734
343,3836,946
343,61182,780
344,3836,1016
344,61184,1022
345,3836,828
345,61191,1109
346,3836,591
346,61197,620
347,3836,496
347,61199,636
349,3836,509
349,61202,695
350,3836,911
350,61204,805
351,3836,746
351,61206,834
352,3836,1215
352,61209,865
353,3836,724
353,61211,795
355,3836,964
355,61220,751
356,3836,838
356,61225,953
357,3836,500
357,61229,789
358,3836,982
358,61231,938
359,3836,525
359,61235,739
360,3836,570
360,61237,895
362,3836,609
362,61240,929
363,3836,1086
363,61243,936
364,3836,719
364,61246,827
365,3836,562
365,61249,974
366,3836,588
366,61251,686
368,3836,745
368,61254,939
369,3836,934
369,61275,813
370,3836,488
370,61277,591
371,3836,511
371,61279,781
372,3836,548
372,61282,818
373,3836,483
373,61284,743
375,3836,698
375,61287,873
376,3836,1039
376,61289,1002
377,3836,663
377,61293,724
378,3836,488
378,61300,636
379,3836,1123
379,61305,824
381,3836,828
381,61308,804
382,3836,907
382,61317,802
383,3836,844
383,61322,841
384,3836,809
384,61325,667
385,3836,817
385,61328,739
387,3836,919
387,61331,949
388,3836,876
388,61333,727
389,3836,486
389,61336,652
390,3836,701
390,61338,749
391,3836,1121
391,61345,934
393,3836,505
393,61348,829
394,3836,1515
394,61368,956
395,3836,507
395,61370,861
396,3836,929
396,61374,849
397,3836,712
397,61376,713
399,3836,500
399,61379,681
400,3836,852
400,61381,971
401,3836,995
401,61384,1010
402,3836,515
402,61386,710
403,3836,1024
403,61389,917
405,3836,497
405,61392,777
406,3836,511
406,61394,744
407,3836,773
407,61396,753
412,3836,501
412,61424,693
413,3836,996
413,61427,792
415,3836,1138
415,61430,700
416,3836,498
416,61435,1227
417,3836,905
417,61437,887
418,3836,665
418,61439,838
419,3836,625
419,61442,830
420,3836,513
420,61447,750
422,3836,561
422,61453,657
423,3836,619
423,61455,825
424,3836,581
424,61457,676
425,3836,829
425,61460,820
426,3836,814
426,61463,828
428,3836,947
428,61466,993
429,3836,500
429,61468,885
430,3836,483
430,61473,726
431,3836,915
431,61476,891
432,3836,884
432,61478,926
434,3836,970
434,61481,850
435,3836,511
435,61483,838
436,3836,494
436,61486,914
437,3836,557
437,61488,791
438,3836,1364
438,61490,828
439,3836,585
439,61494,660
441,3836,845
441,61497,999
442,3836,725
442,61499,917
443,3836,1030
443,61501,847
444,3836,529
444,61503,763
445,3836,527
445,61505,643
447,3836,526
447,61508,854
448,3836,798
448,61510,959
449,3836,510
449,61512,653
450,3836,791
450,61514,1001
451,3836,568
451,61517,731
452,3836,579
452,61519,1015
454,3836,513
454,61522,781
455,3836,686
455,61524,854
457,3836,698
457,61526,693
458,3836,518
458,61538,802
459,3836,672
459,61545,708
461,3836,693
461,61549,927
462,3836,515
462,61556,747
463,3836,530
463,61560,677
464,3836,1029
464,61565,695
465,3836,748
465,61573,681
467,3836,767
467,61580,748
468,3836,1080
468,61582,1011
469,3836,512
469,61586,614
470,3836,515
470,61590,1014
471,3836,500
471,61592,868
472,3836,555
472,61594,602
474,3836,530
474,61598,760
475,3836,535
475,61600,904
476,3836,748
476,61602,875
477,3836,932
477,61605,716
478,3836,591
478,61607,841
480,3836,513
480,61611,700
481,3836,872
481,61613,715
482,3836,520
482,61617,868
483,3836,837
483,61622,670
484,3836,521
484,61627,715
485,3836,522
485,61631,769
487,3836,637
487,61635,697
488,3836,563
488,61637,675
489,3836,682
489,61639,690
490,3836,589
490,61641,824
491,3836,1271
491,61651,826
493,3836,672
493,61654,707
494,3836,1123
494,61658,990
495,3836,954
495,61660,868
496,3836,506
496,61664,985
497,3836,762
497,61672,905
499,3836,1012
499,61676,899
500,3836,1142
500,61678,967
501,3836,960
501,61681,854
502,3836,642
502,61683,880
503,3836,716
503,61686,833
504,3836,936
504,61689,689
506,3836,1027
506,61693,1210
507,3836,834
507,61695,715
508,3836,903
508,61698,1013
509,3836,1138
509,61700,737
510,3836,546
510,61703,1105
512,3836,527
512,61707,780
513,3836,764
513,61709,739
514,3836,838
514,61712,917
515,3836,804
515,61715,1130
516,3836,858
516,61717,807
518,3836,676
518,61727,1073
519,3836,679
519,61729,840
520,3836,1076
520,61731,875
521,3836,731
521,61740,894
522,3836,909
522,61747,716
524,3836,1184
524,61754,844
525,3836,508
525,61757,870
526,3836,500
526,61759,1023
527,3836,821
527,61763,701
528,3836,979
528,61765,732
530,3836,517
530,61768,680
531,3836,502
531,61770,675
532,3836,680
532,61778,705
533,3836,690
533,61782,926
534,3836,550
534,61785,1173
535,3836,1162
535,61787,680
537,3836,799
537,61791,874
538,3836,1305
538,61794,913
539,3836,1465
539,61796,904
540,3836,494
540,61803,686
541,3836,678
541,61805,852
543,3836,1164
543,61808,833
544,3836,501
544,61811,702
545,3836,845
545,61813,842
546,3836,688
546,61815,786
547,3836,581
547,61817,972
549,3836,655
549,61820,823
550,3836,845
550,61822,686
551,3836,732
551,61824,717
552,3836,656
552,61828,612
553,3836,1061
553,61832,865
555,3836,608
555,61835,752
556,3836,509
556,61839,929
557,3836,628
557,61842,695
558,3836,936
558,61845,1277
559,3836,796
559,61847,864
560,3836,799
560,61849,674
562,3836,483
562,61852,588
563,3836,535
563,61855,726
564,3836,495
564,61857,813
565,3836,926
565,61860,931
566,3836,785
566,61862,736
568,3836,620
568,61865,791
569,3836,1091
569,61867,772
570,3836,661
570,61869,808
571,3836,596
571,61874,729
572,3836,847
572,61877,831
574,3836,522
574,61883,883
575,3836,521
575,61888,678
576,3836,1077
576,61898,724
577,3836,762
577,61908,808
578,3836,495
578,61912,737
579,3836,532
579,61914,741
581,3836,610
581,61917,801
582,3836,611
582,61919,848
583,3836,624
583,61921,773
584,3836,920
584,61923,777
585,3836,536
585,61925,838
587,3836,507
587,61930,804
588,3836,502
588,61932,793
589,3836,693
589,61934,658
590,3836,564
590,61937,641
591,3836,687
591,61941,791
592,3836,494
592,61950,679
594,3836,546
594,61954,855
595,3836,515
595,61957,776
596,3836,513
596,61959,689
597,3836,583
597,61962,674
598,3836,527
598,61965,834
600,3836,505
600,61969,875
601,3836,537
601,61971,760
602,3836,499
602,61974,657
603,3836,791
603,61976,827
604,3836,699
604,61978,800
605,3836,1001
605,62011,1152
607,3836,836
607,62063,690
608,3836,608
608,62072,778
609,3836,829
609,62074,867
610,3836,674
610,62076,712
611,3836,608
611,62080,1033
613,3836,631
613,62089,970
614,3836,536
614,62093,753
615,3836,1216
615,62095,681
616,3836,522
616,62097,770
617,3836,502
617,62101,822
619,3836,913
619,62104,897
620,3836,578
620,62106,679
621,3836,545
621,62110,749
622,3836,647
622,62112,663
623,3836,643
623,62115,644
624,3836,591
624,62124,700
