Stream index,Source Port,stream_size
832,56828,1790
833,443,5108
833,56830,1728
834,443,5203
834,56832,1864
835,443,5440
835,56834,1864
864,443,5312
864,56865,1856
884,443,5164
884,56886,1883
887,443,5160
887,56890,1745
888,443,5192
888,56892,1803
890,443,5137
890,56895,1973
891,443,5007
891,56898,1793
893,443,5297
893,56901,1738
895,443,5387
895,56904,1809
897,443,5252
897,56907,1957
902,443,5361
902,56914,1871
905,443,5406
905,56918,1972
920,443,5238
920,56934,1883
921,443,5166
921,56936,1877
944,443,5224
944,56967,1787
961,443,5178
961,56991,1767
967,443,5258
967,56998,1970
969,443,5254
969,57001,1980
970,443,5207
970,57003,1788
971,443,5247
971,57006,1937
973,443,5170
973,57009,1825
980,443,5287
980,57017,1806
984,443,5487
984,57022,1823
990,443,5180
990,57030,1773
991,443,5225
991,57032,1838
992,443,5299
992,57034,1778
994,443,5213
994,57037,2149
997,443,5271
997,57041,1909
1001,443,5181
1001,57047,1876
1015,443,5247
1015,57062,1868
1016,443,5100
1016,57064,1806
1017,443,5145
1017,57066,1751
1035,443,5200
1035,57092,1857
1038,443,5157
1038,57096,1756
1039,443,5246
1039,57098,1858
1041,443,5245
1041,57101,1864
1042,443,5284
1042,57104,2009
1044,443,6572
1044,57107,1991
1050,443,5351
1050,57114,1790
1052,443,5284
1052,57117,1913
1058,443,5256
1058,57129,1928
1063,443,5276
1063,57137,1884
1064,443,5282
1064,57139,1868
1066,443,5323
1066,57142,1924
1068,443,5209
1068,57146,1841
1071,443,5676
1071,57150,1864
1072,443,4939
1072,57152,1744
1073,443,5517
1073,57154,1999
1083,443,5233
1083,57171,1933
1085,443,5223
1085,57175,1871
1087,443,5158
1087,57178,1827
1088,443,5147
1088,57180,1733
1089,443,5147
1089,57182,1886
1091,443,5325
1091,57186,1981
1095,443,5279
1095,57191,1745
1096,443,5437
1096,57193,1987
1100,443,5266
1100,57198,1805
1101,443,5153
1101,57201,2003
1112,443,5168
1112,57214,1837
1123,443,5309
1123,57232,1910
1124,443,5191
1124,57234,1769
1125,443,6348
1125,57236,1866
1126,443,5301
1126,57239,1854
1127,443,5262
1127,57241,1939
1129,443,5290
1129,57244,1879
1130,443,5120
1130,57246,1765
1131,443,5301
1131,57249,1771
1140,443,5154
1140,57265,1769
1149,443,5168
1149,57281,1812
1150,443,5293
1150,57283,2003
1167,443,5243
1167,57314,1716
1176,443,5200
1176,57330,1996
1177,443,5205
1177,57332,1886
1178,443,5136
1178,57334,1704
1188,443,5188
1188,57351,1824
1198,443,5244
1198,57369,1914
1199,443,5229
1199,57371,1899
1200,443,5271
1200,57373,1790
1201,443,5300
1201,57375,1877
1202,443,5150
1202,57378,1846
1204,443,6618
1204,57381,1855
1207,443,5075
1207,57385,1896
1209,443,5189
1209,57388,1766
1210,443,5417
1210,57390,1779
1211,443,5226
1211,57393,1829
1212,443,5126
1212,57395,1773
1213,443,5207
1213,57397,1757
1214,443,5413
1214,57399,1764
1216,443,5273
1216,57402,1864
1219,443,5447
1219,57407,1866
1220,443,5222
1220,57409,1785
1221,443,5416
1221,57411,1986
1222,443,5313
1222,57413,1898
1223,443,5271
1223,57416,2043
1226,443,5278
1226,57420,1919
1227,443,5402
1227,57422,1939
1229,443,5284
1229,57425,1955
1231,443,6662
1231,57429,1948
1232,443,5181
1232,57431,1906
1233,443,5196
1233,57433,1875
1234,443,5152
1234,57435,1767
1236,443,5427
1236,57438,2155
1242,443,5257
1242,57446,1795
1246,443,5376
1246,57451,2069
1247,443,5138
1247,57453,1799
1248,443,5169
1248,57455,2057
1249,443,5036
1249,57458,1832
1250,443,5301
1250,57460,1867
1252,443,5294
1252,57463,1925
1253,443,5270
1253,57465,2084
1254,443,5360
1254,57468,2430
1255,443,5226
1255,57470,2051
1256,443,5272
1256,57472,1872
1257,443,5368
1257,57475,1963
1259,443,5192
1259,57478,1918
1261,443,5053
1261,57482,1788
1262,443,5294
1262,57484,1886
1263,443,5171
1263,57486,1886
1265,443,5206
1265,57489,2013
1266,443,5232
1266,57492,1785
1267,443,5209
1267,57494,1796
1268,443,5180
1268,57496,1770
1269,443,5154
1269,57498,1761
1270,443,5202
1270,57501,1785
1273,443,5175
1273,57506,1934
1275,443,5241
1275,57509,2131
1276,443,5287
1276,57511,1762
1278,443,5202
1278,57514,1902
1281,443,5440
1281,57519,1929
1282,443,5500
1282,57521,1912
1283,443,5145
1283,57523,1900
1284,443,4987
1284,57525,1878
1285,443,5144
1285,57528,1873
1286,443,5187
1286,57530,1780
1287,443,5250
1287,57532,1870
1288,443,5187
1288,57534,1844
1289,443,5551
1289,57537,1960
1291,443,5185
1291,57540,1863
1293,443,5245
1293,57544,1760
1294,443,5193
1294,57547,1791
1296,443,5067
1296,57551,1714
1297,443,5411
1297,57553,1889
1298,443,5201
1298,57555,1810
1299,443,5147
1299,57557,1951
1300,443,5142
1300,57559,1773
1301,443,5302
1301,57562,2187
1303,443,5306
1303,57565,1904
1305,443,5092
1305,57568,1762
1306,443,5103
1306,57570,1694
1307,443,5140
1307,57572,1796
1308,443,5149
1308,57575,1853
1309,443,5316
1309,57577,1947
1310,443,5321
1310,57579,1872
1312,443,5202
1312,57582,1843
1315,443,5249
1315,57587,1826
1316,443,6614
1316,57589,1870
1319,443,5150
1319,57593,1793
1320,443,5222
1320,57595,1874
1321,443,5189
1321,57598,1905
1324,443,5228
1324,57602,1766
1325,443,5536
1325,57604,1800
1326,443,5264
1326,57606,1848
1329,443,5147
1329,57610,1797
1331,443,5296
1331,57614,1815
1332,443,5207
1332,57616,1855
1333,443,5355
1333,57618,1878
1334,443,5197
1334,57620,1827
1336,443,5145
1336,57624,1833
1338,443,5161
1338,57627,1870
1339,443,5279
1339,57629,1852
1340,443,5040
1340,57631,1843
1341,443,5158
1341,57633,1742
1342,443,5136
1342,57636,1729
1343,443,5163
1343,57638,1841
1344,443,5153
1344,57640,1769
1345,443,5186
1345,57642,1913
1346,443,5171
1346,57644,1828
1347,443,5175
1347,57647,1763
1348,443,5139
1348,57649,1758
1349,443,5388
1349,57651,1930
1351,443,5655
1351,57654,1887
1364,443,6619
1364,57669,1881
1366,443,5157
1366,57672,1745
1367,443,5305
1367,57674,1927
1368,443,5222
1368,57676,1856
1370,443,5210
1370,57680,2096
1375,443,5245
1375,57686,1774
1376,443,5201
1376,57688,1899
1378,443,5151
1378,57691,1903
1379,443,4942
1379,57693,1782
1385,443,5222
1385,57701,2009
1401,443,5242
1401,57719,1954
1410,443,5162
1410,57728,1879
1413,443,5271
1413,57732,1759
1414,443,5250
1414,57735,1820
1415,443,5261
1415,57737,1870
1417,443,5111
1417,57740,1915
1418,443,5230
1418,57742,1759
1419,443,5207
1419,57744,1811
1420,443,5288
1420,57747,1747
1421,443,5236
1421,57749,1732
1422,443,5196
1422,57751,1772
1423,443,5272
1423,57753,1747
1424,443,5185
1424,57756,1822
1425,443,5164
1425,57758,1891
1426,443,5122
1426,57760,1740
1431,443,5324
1431,57766,1974
1433,443,5177
1433,57769,1959
1435,443,5092
1435,57773,2052
1436,443,5290
1436,57775,1870
1439,443,5239
1439,57779,1799
1440,443,5250
1440,57781,1961
1441,443,5283
1441,57784,1894
1444,443,7234
1444,57788,1800
1445,443,5194
1445,57790,1856
1451,443,5295
1451,57797,1786
1460,443,5358
1460,57809,1945
1461,443,5146
1461,57813,1914
1462,443,5434
1462,57815,1766
1463,443,5193
1463,57817,1808
1473,443,5362
1473,57828,2065
1474,443,5172
1474,57831,1753
1475,443,5008
1475,57833,1736
1476,443,5185
1476,57835,1884
1478,443,5125
1478,57838,1852
1479,443,5180
1479,57841,1756
1484,443,5208
1484,57847,1904
1485,443,5511
1485,57849,1864
1486,443,5268
1486,57851,1807
1489,443,5171
1489,57856,1771
1490,443,5211
1490,57858,1751
1491,443,5056
1491,57860,1761
1492,443,5192
1492,57862,1860
1494,443,5163
1494,57865,1856
1496,443,5228
1496,57869,1756
1499,443,5379
1499,57873,1838
1501,443,5250
1501,57876,2005
1502,443,5219
1502,57878,1858
1503,443,5327
1503,57881,1887
1504,443,5150
1504,57883,1923
1505,443,5421
1505,57885,1829
1507,443,5183
1507,57888,1786
1508,443,5155
1508,57891,1766
1509,443,5405
1509,57893,1767
1510,443,5069
1510,57895,1797
1511,443,5100
1511,57897,1950
1513,443,5188
1513,57901,1772
1514,443,5174
1514,57905,1788
1516,443,5236
1516,57909,1960
1520,443,5215
1520,57914,1797
1521,443,5055
1521,57916,1832
1523,443,5219
1523,57920,1765
1525,443,5193
1525,57923,1738
1526,443,5183
1526,57925,2019
1527,443,5123
1527,57927,1839
1528,443,5182
1528,57929,1924
1531,443,5503
1531,57935,1936
1534,443,5189
1534,57939,1788
1535,443,5376
1535,57941,1923
1537,443,5277
1537,57944,1844
1538,443,5261
1538,57947,1882
1539,443,5203
1539,57949,2038
1540,443,5315
1540,57951,2012
1541,443,5212
1541,57953,1941
1544,443,5602
1544,57958,1845
1546,443,5182
1546,57961,1720
1547,443,5286
1547,57963,1834
1548,443,5116
1548,57965,1823
1550,443,5160
1550,57969,1830
1551,443,5115
1551,57971,1878
1553,443,5256
1553,57974,1803
1554,443,5254
1554,57976,1974
1557,443,5226
1557,57981,1854
1558,443,5367
1558,57983,2013
1559,443,5249
1559,57985,1926
1560,443,5331
1560,57987,1881
1562,443,5207
1562,57990,1991
1564,443,5120
1564,57994,2052
1573,443,5146
1573,58004,1886
1574,443,5206
1574,58006,1853
1575,443,5190
1575,58008,1779
1577,443,5450
1577,58012,1699
1578,443,5296
1578,58014,1975
1579,443,5232
1579,58016,1832
1580,443,5319
1580,58018,1758
1583,443,5223
1583,58023,1730
1584,443,5371
1584,58025,1853
1585,443,5191
1585,58027,2041
1586,443,5128
1586,58029,1753
1587,443,5202
1587,58031,1874
1591,443,5151
1591,58037,1880
1595,443,5082
1595,58042,1878
1596,443,5575
1596,58044,1875
1597,443,5156
1597,58046,1823
1599,443,5284
1599,58050,1898
1600,443,5192
1600,58052,1850
1601,443,5183
1601,58054,1778
1602,443,5246
1602,58056,1912
1604,443,5190
1604,58060,1961
1607,443,5231
1607,58064,1773
1608,443,5217
1608,58066,1791
1610,443,5221
1610,58069,1875
1611,443,5160
1611,58072,1830
1612,443,5242
1612,58074,1834
1614,443,5191
1614,58077,1917
1615,443,5238
1615,58079,1872
1616,443,5037
1616,58081,1846
1617,443,5168
1617,58084,1845
1618,443,5259
1618,58086,1980
1619,443,5133
1619,58088,1702
1620,443,5168
1620,58090,1848
1622,443,5187
1622,58094,1809
1624,443,5166
1624,58097,1905
1625,443,5283
1625,58099,1826
1626,443,5511
1626,58101,1838
1628,443,5260
1628,58105,1818
1630,443,5139
1630,58108,1884
1631,443,5219
1631,58110,1861
1633,443,5312
1633,58113,1930
1634,443,5814
1634,58115,1759
1644,443,5080
1644,58128,1750
1647,443,5564
1647,58132,1935
1648,443,5264
1648,58134,1836
1649,443,5004
1649,58136,1777
1650,443,5264
1650,58139,1746
1652,443,5163
1652,58142,1789
1653,443,5294
1653,58144,2170
1654,443,5092
1654,58146,1793
1655,443,5222
1655,58149,1854
1656,443,5227
1656,58151,1907
1657,443,5232
1657,58153,1814
1658,443,5139
1658,58155,1778
1659,443,5213
1659,58157,1767
1660,443,5229
1660,58160,1839
1661,443,5243
1661,58162,1936
1662,443,5136
1662,58164,1885
1664,443,5229
1664,58167,1993
1665,443,5297
1665,58170,2004
1666,443,5401
1666,58172,1790
1667,443,5219
1667,58174,1913
1668,443,5258
1668,58176,1829
1669,443,5082
1669,58179,1766
1672,443,5091
1672,58183,1836
1673,443,5439
1673,58185,1854
1674,443,5243
1674,58187,1921
1675,443,5214
1675,58190,1828
1676,443,5310
1676,58192,1786
1677,443,5175
1677,58194,1977
1678,443,5234
1678,58196,1803
1679,443,5221
1679,58198,1806
1682,443,6669
1682,58203,1885
1683,443,5299
1683,58205,1900
1684,443,5296
1684,58207,1831
1685,443,5195
1685,58209,1811
1687,443,5175
1687,58213,1783
1690,443,5261
1690,58217,1816
1693,443,5196
1693,58221,1838
1695,443,5117
1695,58224,1844
1696,443,5134
1696,58227,1978
1697,443,5261
1697,58229,1733
1698,443,5299
1698,58231,1831
1699,443,5484
1699,58233,2113
1701,443,5422
1701,58236,1861
1708,443,5189
1708,58245,2218
1710,443,6577
1710,58248,1761
1711,443,5145
1711,58250,1710
1712,443,5234
1712,58252,1842
1713,443,5217
1713,58255,1820
1714,443,5238
1714,58257,1914
1715,443,6699
1715,58259,1885
1716,443,6667
1716,58261,1884
1717,443,5233
1717,58264,1873
1718,443,5140
1718,58266,1837
1719,443,6072
1719,58268,1775
1725,443,5157
1725,58276,1898
1728,443,5278
1728,58280,1765
1730,443,5265
1730,58283,1837
1731,443,5285
1731,58285,1891
1733,443,5259
1733,58288,2019
1744,443,5206
1744,58313,1898
1763,443,5322
1763,58342,1846
1764,443,5179
1764,58344,1755
1765,443,5215
1765,58347,2063
1768,443,5118
1768,58352,2004
1772,443,5249
1772,58357,1872
1774,443,5231
1774,58360,1749
1775,443,5258
1775,58362,2002
1784,443,5283
1784,58379,1994
1785,443,5208
1785,58381,1973
1786,443,5212
1786,58383,1872
1787,443,5223
1787,58385,1732
1788,443,5211
1788,58388,1753
1789,443,5275
1789,58390,1895
1790,443,5283
1790,58392,1824
1792,443,5231
1792,58395,1730
1793,443,5221
1793,58398,1802
1794,443,5269
1794,58400,1892
1801,443,5392
1801,58408,1797
1802,443,5312
1802,58410,1789
1803,443,5177
1803,58413,1798
1804,443,5301
1804,58415,1895
1807,443,5095
1807,58419,1893
1808,443,5217
1808,58421,1830
1809,443,5181
1809,58423,1750
1811,443,5176
1811,58427,1885
1816,443,5189
1816,58433,1813
1817,443,5251
1817,58435,1815
1818,443,5408
1818,58437,2106
1827,443,5133
1827,58454,2000
1836,443,5068
1836,58470,1822
1837,443,5578
1837,58472,1868
1848,443,5184
1848,58491,1805
1880,443,5237
1880,58528,1893
1898,443,5225
1898,58553,1969
1960,443,6745
1960,58627,1877
1999,443,5262
1999,58669,1852
2019,443,5157
2019,58706,1767
2052,443,5309
2052,58759,1849
2065,443,5173
2065,58779,1832
2077,443,5130
2077,58798,1799
2079,443,5365
2079,58815,1907
2100,443,5186
2100,58915,1851
2101,443,5163
2101,58918,1763
2103,443,5238
2103,58922,1920
2112,443,5240
2112,58939,1838
2114,443,5208
2114,58974,1836
2115,443,5451
2115,58998,1892
2125,443,5289
2125,59036,1886
2126,443,5239
2126,59041,1808
2128,443,5223
2128,59049,1922
2129,443,5135
2129,59066,1926
2142,443,5202
2142,59085,1878
2150,443,5347
2150,59095,2013
2190,443,5249
2190,59140,1839
2201,443,5230
2201,59161,1844
2212,443,5301
2212,59183,1790
2214,443,5323
2214,59189,1857
2229,443,5096
2229,59217,2049
2239,443,5101
2239,59238,1776
2241,443,5212
2241,59245,1917
2242,443,5492
2242,59251,2094
2265,443,5148
2265,59285,1832
2277,443,5239
2277,59299,1861
2281,443,5265
2281,59305,2001
2284,443,5132
2284,59310,1709
2293,443,5213
2293,59328,1777
2295,443,5157
2295,59332,1840
2296,443,5271
2296,59336,1772
2298,443,5088
2298,59340,1824
2300,443,5290
2300,59344,1900
2302,443,5360
2302,59349,1980
2303,443,5172
2303,59353,1721
2306,443,5196
2306,59358,1818
2307,443,5206
2307,59361,1781
2308,443,5114
2308,59364,1779
2309,443,5240
2309,59368,1884
2311,443,5163
2311,59372,2086
2313,443,5281
2313,59377,1818
2333,443,5213
2333,59399,1957
2336,443,5146
2336,59404,1802
2338,443,5142
2338,59409,1772
2339,443,5205
2339,59413,1875
2341,443,5143
2341,59417,1708
2352,443,5241
2352,59436,2000
2353,443,5261
2353,59440,1893
2355,443,5385
2355,59445,1882
2358,443,5540
2358,59450,2114
2362,443,5223
2362,59457,1795
2365,443,5204
2365,59462,1802
2366,443,5635
2366,59466,2035
2377,443,5276
2377,59486,1901
2381,443,5286
2381,59492,1812
2412,443,5207
2412,59531,1860
2415,443,5271
2415,59536,1917
2419,443,5309
2419,59546,1892
2422,443,5478
2422,59801,1978
2423,443,5318
2423,59811,1959
2425,443,5200
2425,59815,1805
2429,443,6696
2429,59825,1909
2436,443,5403
2436,59838,1885
2437,443,5240
2437,59860,1791
2438,443,5181
2438,59965,1848
2439,443,5218
2439,59972,1892
2442,443,5188
2442,59998,1854
2451,443,5229
2451,60021,2053
2455,443,5131
2455,60183,1736
2461,443,5176
2461,60387,1776
2462,443,5125
2462,60759,1889
2464,443,5421
2464,60769,1910
2468,443,5284
2468,60873,1867
2469,443,5371
2469,60891,1956
2472,443,5240
2472,60899,1770
2473,443,5298
2473,60903,1917
2474,443,5353
2474,60909,1898
2475,443,5292
2475,60912,1815
2477,443,5309
2477,60926,1969
2479,443,5491
2479,60964,1920
2481,443,5206
2481,61005,1972
2482,443,5271
2482,61018,2091
2485,443,5314
2485,61028,1924
2487,443,5450
2487,61040,1947
2489,443,5266
2489,61076,1954
2490,443,6550
2490,61096,1744
2491,443,5220
2491,61124,2358
2492,443,5126
2492,61129,1853
2493,443,5226
2493,61135,1853
2494,443,5100
2494,61140,1891
2500,443,5252
2500,61150,2023
2512,443,5120
2512,61170,1769
2517,443,5151
2517,61179,2102
2518,443,5181
2518,61183,1841
2520,443,5422
2520,61188,1837
2524,443,5170
2524,61194,1931
2526,443,5214
2526,61199,2010
2528,443,5304
2528,61204,1757
2549,443,5493
2549,61229,1942
2550,443,5291
2550,61233,1894
2553,443,5241
2553,61238,1934
2555,443,5289
2555,61242,1804
2556,443,5108
2556,61247,1899
2557,443,6641
2557,61251,1866
2558,443,5037
2558,61254,1820
2560,443,5234
2560,61258,1865
2570,443,5223
2570,61277,2104
2571,443,5275
2571,61280,1854
2581,443,5072
2581,61299,1770
2582,443,5211
2582,61302,1863
2585,443,6610
2585,61307,1867
2587,443,5006
2587,61312,1764
2598,443,5225
2598,61331,1778
2599,443,5146
2599,61334,1852
2602,443,5293
2602,61340,1813
2604,443,5425
2604,61344,1896
2614,443,5204
2614,61363,1798
2621,443,5071
2621,61372,1849
2623,443,5199
2623,61376,1759
2633,443,5231
2633,61395,1833
2636,443,5146
2636,61400,1751
2639,443,5143
2639,61406,1824
2640,443,5221
2640,61409,1775
2642,443,5316
2642,61426,1976
2643,443,5656
2643,61444,1814
2644,443,5282
2644,61462,1935
2650,443,5190
2650,61475,1986
2656,443,5139
2656,61485,1748
2657,443,5159
2657,61489,1855
2658,443,5218
2658,61493,1779
