Stream index,Source Port,stream_size
630,443,5537
630,61215,1675
640,443,5187
640,61229,1679
641,443,5327
641,61233,1691
645,443,5381
645,61240,1829
646,443,5329
646,61244,1782
650,443,5155
650,61251,1837
651,443,5328
651,61255,1880
654,443,5469
654,61261,2017
655,443,5413
655,61265,1822
656,443,5373
656,61269,1743
658,443,5415
658,61274,1936
659,443,5217
659,61278,1728
667,443,5274
667,61289,1740
670,443,5223
670,61295,1795
673,443,5414
673,61301,2004
679,443,5559
679,61310,1705
680,443,5436
680,61314,2142
681,443,5551
681,61319,1753
689,443,5206
689,61330,1750
690,443,5514
690,61334,2074
705,443,5471
705,61354,1786
711,443,5381
711,61364,1842
712,443,5322
712,61368,1833
715,443,5323
715,61374,1686
716,443,5317
716,61378,1725
721,443,5367
721,61386,1754
724,443,5580
724,61392,2118
725,443,5270
725,61397,1739
726,443,5286
726,61401,1708
727,443,5528
727,61405,1757
728,443,5320
728,61410,1760
729,443,5434
729,61414,1942
737,443,5507
737,61425,1993
738,443,5249
738,61429,1777
739,443,5496
739,61433,1820
740,443,5214
740,61437,1773
741,443,5474
741,61442,1988
742,443,5366
742,61446,1788
747,443,5490
747,61452,1880
748,443,5397
748,61457,1873
752,443,5402
752,61464,1801
753,443,5289
753,61468,1863
755,443,5382
755,61473,1722
756,443,5525
756,61477,1983
763,443,5524
763,61487,1818
764,443,5553
764,61491,1758
776,443,5270
776,61506,1828
777,443,5863
777,61510,1837
788,443,5391
788,61519,1773
790,443,5371
790,61524,1770
791,443,5239
791,61528,1709
792,443,5405
792,61532,1751
793,443,5332
793,61536,1803
796,443,5276
796,61543,1798
797,443,5361
797,61547,1826
801,443,5342
801,61554,1681
808,443,5256
808,61564,1785
809,443,5235
809,61568,1831
810,443,5325
810,61572,1838
813,443,5566
813,61578,1840
814,443,5404
814,61582,1930
815,443,5471
815,61586,1811
818,443,5404
818,61592,1926
819,443,5402
819,61596,1779
820,443,5171
820,61600,1836
821,443,5234
821,61604,1750
822,443,5392
822,61608,1781
823,443,5373
823,61612,1804
824,443,5333
824,61616,1803
825,443,5478
825,61620,1821
826,443,5263
826,61624,1747
827,443,5214
827,61629,1727
828,443,5383
828,61633,1925
833,443,5435
833,61641,1733
838,443,5296
838,61649,1745
839,443,5480
839,61653,1818
840,443,5333
840,61657,1811
843,443,5470
843,61663,1877
845,443,5388
845,61668,1860
846,443,5438
846,61672,1923
847,443,5559
847,61676,1906
856,443,5214
856,61687,1764
870,443,5840
870,61704,1849
874,443,5641
874,61711,1855
876,443,12406
876,61716,1769
917,443,5472
917,61762,1781
920,443,5286
920,61768,1726
921,443,5360
921,61772,1820
922,443,5522
922,61776,1769
923,443,5411
923,61780,1755
924,443,5510
924,61784,1742
925,443,5231
925,61788,1787
926,443,5502
926,61792,1740
927,443,5419
927,61797,1771
928,443,5223
928,61801,1709
935,443,5091
935,61811,1708
938,443,5293
938,61817,1804
939,443,5232
939,61821,1713
940,443,5505
940,61825,1933
944,443,5415
944,61832,1873
946,443,5428
946,61837,1894
947,443,5343
947,61841,1785
948,443,5139
948,61845,1720
951,443,5403
951,61851,1821
953,443,5452
953,61857,1784
959,443,5501
959,61866,1737
961,443,5375
961,61871,1908
962,443,5341
962,61876,1894
971,443,5442
971,61888,1970
973,443,5338
973,61893,1805
974,443,5403
974,61897,1759
979,443,5212
979,61906,1725
980,443,5477
980,61910,1680
981,443,5282
981,61914,1715
982,443,5509
982,61918,1756
987,443,5481
987,61926,1796
991,443,5395
991,61933,1978
992,443,5462
992,61937,2039
993,443,5269
993,61941,1676
994,443,5226
994,61945,1688
995,443,5335
995,61950,1731
1000,443,5205
1000,61958,1822
1002,443,5375
1002,61963,1830
1003,443,5365
1003,61967,1861
1016,443,5427
1016,61983,1809
1017,443,5488
1017,61987,1771
1021,443,5387
1021,61994,1915
1030,443,5344
1030,62006,1797
1031,443,5396
1031,62010,1904
1034,443,5410
1034,62016,1767
1035,443,5530
1035,62020,1875
1038,443,5549
1038,62026,1899
1040,443,5507
1040,62032,1890
1042,443,5302
1042,62037,1833
1047,443,5425
1047,62045,1928
1050,443,5276
1050,62051,1722
1051,443,5684
1051,62055,1905
1055,443,5388
1055,62062,1817
1056,443,5384
1056,62066,1657
1059,443,5234
1059,62072,1799
1061,443,5282
1061,62077,1818
1062,443,5390
1062,62081,1757
1063,443,5336
1063,62085,1866
1064,443,5536
1064,62089,1944
1065,443,5381
1065,62093,1750
1067,443,5207
1067,62099,1688
1073,443,5378
1073,62108,1824
1074,443,5602
1074,62112,1812
1076,443,5517
1076,62117,1816
1077,443,5405
1077,62121,1843
1085,443,5507
1085,62132,1705
1087,443,5295
1087,62137,1763
1088,443,5420
1088,62141,1933
1089,443,5532
1089,62145,1753
1092,443,5178
1092,62151,1698
1097,443,5547
1097,62159,1769
1102,443,5483
1102,62167,1917
1103,443,5459
1103,62171,1831
1106,443,5523
1106,62177,1932
1107,443,5562
1107,62182,1843
1108,443,5403
1108,62186,1837
1109,443,5427
1109,62190,1747
1110,443,5201
1110,62194,1727
1111,443,5528
1111,62198,1930
1112,443,5738
1112,62202,1940
1114,443,5252
1114,62207,1748
1115,443,5436
1115,62211,1897
1117,443,5233
1117,62216,1785
1118,443,5341
1118,62220,1766
1120,443,5554
1120,62225,1771
1121,443,5238
1121,62229,1733
1122,443,5568
1122,62233,1798
1124,443,5533
1124,62238,1738
1125,443,5337
1125,62242,2109
1128,443,5411
1128,62248,1869
1129,443,5422
1129,62253,1836
1130,443,5302
1130,62257,1828
1134,443,5250
1134,62264,1766
1139,443,5256
1139,62272,1711
1141,443,5380
1141,62277,1817
1148,443,5200
1148,62287,1716
1149,443,5354
1149,62291,1818
1150,443,5225
1150,62295,1824
1152,443,5416
1152,62300,1957
1153,443,5417
1153,62304,1873
1156,443,5393
1156,62310,1750
1157,443,5533
1157,62314,1873
1163,443,5494
1163,62323,1954
1176,443,5186
1176,62339,1844
1177,443,5370
1177,62343,1828
1178,443,5689
1178,62347,1884
1179,443,5270
1179,62351,1801
1181,443,5696
1181,62357,1824
1189,443,5415
1189,62368,1704
1194,443,5571
1194,62376,1947
1195,443,5399
1195,62380,1893
1196,443,5428
1196,62384,1831
1201,443,5285
1201,62392,1787
1202,443,5192
1202,62396,1693
1203,443,5238
1203,62400,1846
1207,443,5581
1207,62407,1929
1208,443,5451
1208,62411,1705
1209,443,5678
1209,62415,1947
1214,443,5379
1214,62423,1765
1216,443,5360
1216,62428,1963
1219,443,5237
1219,62434,1797
1220,443,5783
1220,62438,1924
1221,443,5493
1221,62442,1783
1222,443,5300
1222,62446,1814
1223,443,5371
1223,62451,1748
1224,443,5381
1224,62455,1899
1225,443,5358
1225,62459,1773
1228,443,5223
1228,62465,1725
1229,443,5721
1229,62469,1731
1230,443,5260
1230,62473,1729
1233,443,5473
1233,62479,1772
1236,443,5452
1236,62485,1963
1241,443,5540
1241,62493,1676
1242,443,5345
1242,62497,1956
1243,443,5389
1243,62501,1846
1244,443,5155
1244,62505,1664
1245,443,5237
1245,62509,1784
1246,443,5449
1246,62513,1874
1247,443,5391
1247,62517,1859
1249,443,5507
1249,62522,1750
1250,443,5514
1250,62526,1837
1251,443,5456
1251,62530,1740
1252,443,5269
1252,62535,1749
1253,443,5471
1253,62539,1856
1256,443,5420
1256,62545,1714
1262,443,5236
1262,62554,1739
1263,443,5403
1263,62558,1789
1268,443,5356
1268,62566,1733
1269,443,5169
1269,62570,1717
1274,443,5242
1274,62578,1724
1275,443,5524
1275,62582,1824
1276,443,5453
1276,62586,1826
1277,443,5410
1277,62590,1745
1278,443,5439
1278,62594,1946
1280,443,5450
1280,62599,1858
1284,443,5416
1284,62606,1937
1285,443,5462
1285,62610,1879
1286,443,5497
1286,62614,1887
1296,443,5504
1296,62628,1915
1297,443,5487
1297,62632,1842
1298,443,5281
1298,62636,1866
1299,443,5579
1299,62640,1835
1300,443,5232
1300,62644,1727
1302,443,5572
1302,62649,2115
1304,443,5668
1304,62654,1755
1305,443,5413
1305,62658,1963
1309,443,5506
1309,62665,1759
1310,443,5347
1310,62669,2017
1311,443,12465
1311,62673,1846
1345,443,5492
1345,62713,1761
1346,443,5442
1346,62717,1885
1347,443,5504
1347,62721,2044
1350,443,5281
1350,62727,1819
1354,443,5386
1354,62734,2011
1356,443,5291
1356,62740,1832
1361,443,5358
1361,62749,1857
1364,443,6448
1364,62755,1878
1386,443,5264
1386,62780,1748
1389,443,5528
1389,62786,1834
1390,443,5356
1390,62790,1846
1391,443,5338
1391,62794,1973
1392,443,5415
1392,62799,1745
1394,443,5633
1394,62805,1756
1408,443,5268
1408,62822,1730
1409,443,5237
1409,62826,1721
1410,443,5369
1410,62830,1745
1411,443,5426
1411,62834,1894
1412,443,5491
1412,62838,2091
1414,443,5388
1414,62844,1722
1415,443,5372
1415,62848,1862
1422,443,5437
1422,62859,1889
1428,443,5665
1428,62868,1872
1430,443,5242
1430,62873,1728
1431,443,5574
1431,62878,1838
1434,443,5446
1434,62884,1833
1435,443,5377
1435,62888,1740
1441,443,5515
1441,62897,1830
1446,443,5182
1446,62905,1804
1447,443,5536
1447,62910,1920
1450,443,5431
1450,62916,1823
1452,443,5338
1452,62922,1720
1465,443,5450
1465,62937,1751
1472,443,5223
1472,62946,1674
1473,443,5439
1473,62950,1849
1474,443,5343
1474,62954,1770
1478,443,5403
1478,62962,1911
1485,443,5297
1485,62972,1733
1497,443,5607
1497,62988,2147
1498,443,5405
1498,62992,1864
1501,443,5175
1501,62998,1722
1504,443,5082
1504,63004,1654
1508,443,5363
1508,63011,1756
1512,443,5256
1512,63018,1813
1513,443,5438
1513,63022,1907
1516,443,5406
1516,63028,1766
1520,443,5462
1520,63036,1803
